# binIndex1	binCenter1	binIndex2	binCenter2	count
6	4.33332e-07	17	0.0181156	6.34893e+06
6	4.33332e-07	18	0.0243828	1.59815e+06
6	4.33332e-07	19	0.0328183	170426
6	4.33332e-07	20	0.044172	76521.1
6	4.33332e-07	21	0.0594537	12335.3
6	4.33332e-07	22	0.0800221	0
6	4.33332e-07	23	0.107706	0
6	4.33332e-07	24	0.144968	0
6	4.33332e-07	25	0.195121	0
6	4.33332e-07	26	0.262625	0
6	4.33332e-07	27	0.353483	0
6	4.33332e-07	28	0.475773	0
6	4.33332e-07	29	0.64037	0
6	4.33332e-07	30	0.861911	0
6	4.33332e-07	31	1.1601	0
6	4.33332e-07	32	1.56144	0
6	4.33332e-07	33	2.10164	0
6	4.33332e-07	34	2.82871	0
6	4.33332e-07	35	3.80733	0
6	4.33332e-07	36	5.12451	0
6	4.33332e-07	37	6.89737	0
6	4.33332e-07	38	9.28357	0
6	4.33332e-07	39	12.4953	0
7	5.42991e-07	0	0.000116015	3.85891e+09
7	5.42991e-07	1	0.000156152	3.75657e+09
7	5.42991e-07	2	0.000210174	3.50172e+09
7	5.42991e-07	3	0.000282885	3.35103e+09
7	5.42991e-07	4	0.000380752	3.23739e+09
7	5.42991e-07	5	0.000512476	3.01438e+09
7	5.42991e-07	6	0.000689771	2.86564e+09
7	5.42991e-07	7	0.000928403	2.70903e+09
7	5.42991e-07	8	0.00124959	2.25468e+09
7	5.42991e-07	9	0.0016819	2.02104e+09
7	5.42991e-07	10	0.00226377	1.67451e+09
7	5.42991e-07	11	0.00304693	6.85312e+08
7	5.42991e-07	12	0.00410104	4.34009e+08
7	5.42991e-07	13	0.00551983	2.45206e+08
7	5.42991e-07	14	0.00742947	1.25383e+08
7	5.42991e-07	15	0.00999975	6.4332e+07
7	5.42991e-07	16	0.0134592	2.39713e+07
7	5.42991e-07	17	0.0181156	8.13942e+06
7	5.42991e-07	18	0.0243828	1.87976e+06
7	5.42991e-07	19	0.0328183	294083
7	5.42991e-07	20	0.044172	31489.9
7	5.42991e-07	21	0.0594537	12123
7	5.42991e-07	22	0.0800221	0
7	5.42991e-07	23	0.107706	0
7	5.42991e-07	24	0.144968	0
7	5.42991e-07	25	0.195121	0
7	5.42991e-07	26	0.262625	0
7	5.42991e-07	27	0.353483	0
7	5.42991e-07	28	0.475773	0
7	5.42991e-07	29	0.64037	0
7	5.42991e-07	30	0.861911	0
7	5.42991e-07	31	1.1601	0
7	5.42991e-07	32	1.56144	0
7	5.42991e-07	33	2.10164	0
7	5.42991e-07	34	2.82871	0
7	5.42991e-07	35	3.80733	0
7	5.42991e-07	36	5.12451	0
7	5.42991e-07	37	6.89737	0
7	5.42991e-07	38	9.28357	0
7	5.42991e-07	39	12.4953	0
8	6.80401e-07	0	0.000116015	2.68331e+09
8	6.80401e-07	1	0.000156152	2.41012e+09
8	6.80401e-07	2	0.000210174	2.33055e+09
8	6.80401e-07	3	0.000282885	2.19856e+09
8	6.80401e-07	4	0.000380752	2.15747e+09
8	6.80401e-07	5	0.000512476	2.08446e+09
8	6.80401e-07	6	0.000689771	1.9865e+09
8	6.80401e-07	7	0.000928403	1.99449e+09
8	6.80401e-07	8	0.00124959	1.79463e+09
8	6.80401e-07	9	0.0016819	1.43646e+09
8	6.80401e-07	10	0.00226377	1.239e+09
8	6.80401e-07	11	0.00304693	8.51087e+08
8	6.80401e-07	12	0.00410104	3.47389e+08
8	6.80401e-07	13	0.00551983	2.39347e+08
8	6.80401e-07	14	0.00742947	1.21972e+08
8	6.80401e-07	15	0.00999975	5.97035e+07
8	6.80401e-07	16	0.0134592	2.71584e+07
8	6.80401e-07	17	0.0181156	8.46794e+06
8	6.80401e-07	18	0.0243828	2.1119e+06
8	6.80401e-07	19	0.0328183	342315
8	6.80401e-07	20	0.044172	58969.2
8	6.80401e-07	21	0.0594537	11492.2
8	6.80401e-07	22	0.0800221	0
8	6.80401e-07	23	0.107706	0
8	6.80401e-07	24	0.144968	0
8	6.80401e-07	25	0.195121	0
8	6.80401e-07	26	0.262625	0
8	6.80401e-07	27	0.353483	0
8	6.80401e-07	28	0.475773	0
8	6.80401e-07	29	0.64037	0
8	6.80401e-07	30	0.861911	0
8	6.80401e-07	31	1.1601	0
8	6.80401e-07	32	1.56144	0
8	6.80401e-07	33	2.10164	0
8	6.80401e-07	34	2.82871	0
8	6.80401e-07	35	3.80733	0
8	6.80401e-07	36	5.12451	0
8	6.80401e-07	37	6.89737	0
8	6.80401e-07	38	9.28357	0
8	6.80401e-07	39	12.4953	0
9	8.52584e-07	0	0.000116015	1.88697e+09
9	8.52584e-07	1	0.000156152	1.68953e+09
9	8.52584e-07	2	0.000210174	1.61451e+09
9	8.52584e-07	3	0.000282885	1.63011e+09
9	8.52584e-07	4	0.000380752	1.47288e+09
9	8.52584e-07	5	0.000512476	1.54902e+09
9	8.52584e-07	6	0.000689771	1.46225e+09
9	8.52584e-07	7	0.000928403	1.36949e+09
9	8.52584e-07	8	0.00124959	1.25468e+09
9	8.52584e-07	9	0.0016819	1.11056e+09
9	8.52584e-07	10	0.00226377	8.41831e+08
9	8.52584e-07	11	0.00304693	7.41491e+08
9	8.52584e-07	12	0.00410104	4.11038e+08
9	8.52584e-07	13	0.00551983	1.82825e+08
9	8.52584e-07	14	0.00742947	1.34197e+08
9	8.52584e-07	15	0.00999975	5.53227e+07
9	8.52584e-07	16	0.0134592	2.83843e+07
9	8.52584e-07	17	0.0181156	9.58968e+06
9	8.52584e-07	18	0.0243828	2.5452e+06
9	8.52584e-07	19	0.0328183	392779
9	8.52584e-07	20	0.044172	77427.2
9	8.52584e-07	21	0.0594537	6049.28
9	8.52584e-07	22	0.0800221	2722.25
9	8.52584e-07	23	0.107706	2497.57
9	8.52584e-07	24	0.144968	0
9	8.52584e-07	25	0.195121	0
9	8.52584e-07	26	0.262625	0
9	8.52584e-07	27	0.353483	0
9	8.52584e-07	28	0.475773	0
9	8.52584e-07	29	0.64037	0
9	8.52584e-07	30	0.861911	0
9	8.52584e-07	31	1.1601	0
9	8.52584e-07	32	1.56144	0
9	8.52584e-07	33	2.10164	0
9	8.52584e-07	34	2.82871	0
9	8.52584e-07	35	3.80733	0
9	8.52584e-07	36	5.12451	0
9	8.52584e-07	37	6.89737	0
9	8.52584e-07	38	9.28357	0
9	8.52584e-07	39	12.4953	0
10	1.06834e-06	0	0.000116015	1.22673e+09
10	1.06834e-06	1	0.000156152	1.16073e+09
10	1.06834e-06	2	0.000210174	1.10797e+09
10	1.06834e-06	3	0.000282885	1.09614e+09
10	1.06834e-06	4	0.000380752	1.05398e+09
10	1.06834e-06	5	0.000512476	9.99509e+08
10	1.06834e-06	6	0.000689771	9.93604e+08
10	1.06834e-06	7	0.000928403	9.08672e+08
10	1.06834e-06	8	0.00124959	8.65191e+08
10	1.06834e-06	9	0.0016819	7.964e+08
10	1.06834e-06	10	0.00226377	6.51907e+08
10	1.06834e-06	11	0.00304693	4.9963e+08
10	1.06834e-06	12	0.00410104	4.4242e+08
10	1.06834e-06	13	0.00551983	2.05345e+08
10	1.06834e-06	14	0.00742947	1.07997e+08
10	1.06834e-06	15	0.00999975	6.99174e+07
10	1.06834e-06	16	0.0134592	2.77142e+07
10	1.06834e-06	17	0.0181156	1.24276e+07
10	1.06834e-06	18	0.0243828	3.41429e+06
10	1.06834e-06	19	0.0328183	630725
10	1.06834e-06	20	0.044172	95644.3
10	1.06834e-06	21	0.0594537	17119.3
10	1.06834e-06	22	0.0800221	4832.5
10	1.06834e-06	23	0.107706	698.983
10	1.06834e-06	24	0.144968	0
10	1.06834e-06	25	0.195121	0
10	1.06834e-06	26	0.262625	0
10	1.06834e-06	27	0.353483	0
10	1.06834e-06	28	0.475773	0
10	1.06834e-06	29	0.64037	0
10	1.06834e-06	30	0.861911	0
10	1.06834e-06	31	1.1601	0
10	1.06834e-06	32	1.56144	0
10	1.06834e-06	33	2.10164	0
10	1.06834e-06	34	2.82871	0
10	1.06834e-06	35	3.80733	0
10	1.06834e-06	36	5.12451	0
10	1.06834e-06	37	6.89737	0
10	1.06834e-06	38	9.28357	0
10	1.06834e-06	39	12.4953	0
11	1.3387e-06	0	0.000116015	8.75879e+08
11	1.3387e-06	1	0.000156152	8.62265e+08
11	1.3387e-06	2	0.000210174	7.92344e+08
11	1.3387e-06	3	0.000282885	7.71223e+08
11	1.3387e-06	4	0.000380752	7.43069e+08
11	1.3387e-06	5	0.000512476	7.21631e+08
11	1.3387e-06	6	0.000689771	6.67676e+08
11	1.3387e-06	7	0.000928403	6.47479e+08
11	1.3387e-06	8	0.00124959	5.94173e+08
11	1.3387e-06	9	0.0016819	5.54791e+08
11	1.3387e-06	10	0.00226377	4.72955e+08
11	1.3387e-06	11	0.00304693	3.71208e+08
11	1.3387e-06	12	0.00410104	3.05749e+08
11	1.3387e-06	13	0.00551983	2.51004e+08
11	1.3387e-06	14	0.00742947	9.9611e+07
11	1.3387e-06	15	0.00999975	6.34728e+07
11	1.3387e-06	16	0.0134592	3.44679e+07
11	1.3387e-06	17	0.0181156	1.31429e+07
11	1.3387e-06	18	0.0243828	4.54163e+06
11	1.3387e-06	19	0.0328183	991630
11	1.3387e-06	20	0.044172	144823
11	1.3387e-06	21	0.0594537	32639.5
11	1.3387e-06	22	0.0800221	3582.46
11	1.3387e-06	23	0.107706	607.052
11	1.3387e-06	24	0.144968	0
11	1.3387e-06	25	0.195121	0
11	1.3387e-06	26	0.262625	0
11	1.3387e-06	27	0.353483	0
11	1.3387e-06	28	0.475773	0
11	1.3387e-06	29	0.64037	0
11	1.3387e-06	30	0.861911	0
11	1.3387e-06	31	1.1601	0
11	1.3387e-06	32	1.56144	0
11	1.3387e-06	33	2.10164	0
11	1.3387e-06	34	2.82871	0
11	1.3387e-06	35	3.80733	0
11	1.3387e-06	36	5.12451	0
11	1.3387e-06	37	6.89737	0
11	1.3387e-06	38	9.28357	0
11	1.3387e-06	39	12.4953	0
12	1.67747e-06	0	0.000116015	5.79507e+08
12	1.67747e-06	1	0.000156152	5.30255e+08
12	1.67747e-06	2	0.000210174	5.28075e+08
12	1.67747e-06	3	0.000282885	5.06609e+08
12	1.67747e-06	4	0.000380752	4.79681e+08
12	1.67747e-06	5	0.000512476	4.8166e+08
12	1.67747e-06	6	0.000689771	4.52194e+08
12	1.67747e-06	7	0.000928403	4.48197e+08
12	1.67747e-06	8	0.00124959	4.19337e+08
12	1.67747e-06	9	0.0016819	3.79122e+08
12	1.67747e-06	10	0.00226377	3.49868e+08
12	1.67747e-06	11	0.00304693	2.87859e+08
12	1.67747e-06	12	0.00410104	2.32031e+08
12	1.67747e-06	13	0.00551983	1.98371e+08
12	1.67747e-06	14	0.00742947	1.29547e+08
12	1.67747e-06	15	0.00999975	5.04358e+07
12	1.67747e-06	16	0.0134592	3.47354e+07
12	1.67747e-06	17	0.0181156	1.53501e+07
12	1.67747e-06	18	0.0243828	5.46411e+06
12	1.67747e-06	19	0.0328183	1.38119e+06
12	1.67747e-06	20	0.044172	230029
12	1.67747e-06	21	0.0594537	39031.1
12	1.67747e-06	22	0.0800221	5027.12
12	1.67747e-06	23	0.107706	0
12	1.67747e-06	24	0.144968	0
12	1.67747e-06	25	0.195121	0
12	1.67747e-06	26	0.262625	0
12	1.67747e-06	27	0.353483	0
12	1.67747e-06	28	0.475773	0
12	1.67747e-06	29	0.64037	0
12	1.67747e-06	30	0.861911	0
12	1.67747e-06	31	1.1601	0
12	1.67747e-06	32	1.56144	0
12	1.67747e-06	33	2.10164	0
12	1.67747e-06	34	2.82871	0
12	1.67747e-06	35	3.80733	0
12	1.67747e-06	36	5.12451	0
12	1.67747e-06	37	6.89737	0
12	1.67747e-06	38	9.28357	0
12	1.67747e-06	39	12.4953	0
13	2.10197e-06	0	0.000116015	3.93962e+08
13	2.10197e-06	1	0.000156152	3.41978e+08
13	2.10197e-06	2	0.000210174	3.31069e+08
13	2.10197e-06	3	0.000282885	3.28026e+08
13	2.10197e-06	4	0.000380752	3.09018e+08
13	2.10197e-06	5	0.000512476	3.0609e+08
13	2.10197e-06	6	0.000689771	3.01477e+08
13	2.10197e-06	7	0.000928403	2.89893e+08
13	2.10197e-06	8	0.00124959	2.86823e+08
13	2.10197e-06	9	0.0016819	2.67731e+08
13	2.10197e-06	10	0.00226377	2.58761e+08
13	2.10197e-06	11	0.00304693	2.22089e+08
13	2.10197e-06	12	0.00410104	1.86653e+08
13	2.10197e-06	13	0.00551983	1.49002e+08
13	2.10197e-06	14	0.00742947	1.1757e+08
13	2.10197e-06	15	0.00999975	6.1617e+07
13	2.10197e-06	16	0.0134592	2.55492e+07
13	2.10197e-06	17	0.0181156	1.76386e+07
13	2.10197e-06	18	0.0243828	6.14928e+06
13	2.10197e-06	19	0.0328183	1.88849e+06
13	2.10197e-06	20	0.044172	355159
13	2.10197e-06	21	0.0594537	57762.2
13	2.10197e-06	22	0.0800221	8964.78
13	2.10197e-06	23	0.107706	297.906
13	2.10197e-06	24	0.144968	399.334
13	2.10197e-06	25	0.195121	0
13	2.10197e-06	26	0.262625	0
13	2.10197e-06	27	0.353483	0
13	2.10197e-06	28	0.475773	0
13	2.10197e-06	29	0.64037	0
13	2.10197e-06	30	0.861911	0
13	2.10197e-06	31	1.1601	0
13	2.10197e-06	32	1.56144	0
13	2.10197e-06	33	2.10164	0
13	2.10197e-06	34	2.82871	0
13	2.10197e-06	35	3.80733	0
13	2.10197e-06	36	5.12451	0
13	2.10197e-06	37	6.89737	0
13	2.10197e-06	38	9.28357	0
13	2.10197e-06	39	12.4953	0
14	2.6339e-06	0	0.000116015	2.27148e+08
14	2.6339e-06	1	0.000156152	2.23877e+08
14	2.6339e-06	2	0.000210174	2.2046e+08
14	2.6339e-06	3	0.000282885	2.0943e+08
14	2.6339e-06	4	0.000380752	2.08707e+08
14	2.6339e-06	5	0.000512476	1.92371e+08
14	2.6339e-06	6	0.000689771	2.02033e+08
14	2.6339e-06	7	0.000928403	1.95876e+08
14	2.6339e-06	8	0.00124959	1.9252e+08
14	2.6339e-06	9	0.0016819	1.98529e+08
14	2.6339e-06	10	0.00226377	1.89682e+08
14	2.6339e-06	11	0.00304693	1.65556e+08
14	2.6339e-06	12	0.00410104	1.44747e+08
14	2.6339e-06	13	0.00551983	1.19945e+08
14	2.6339e-06	14	0.00742947	8.84587e+07
14	2.6339e-06	15	0.00999975	6.44365e+07
14	2.6339e-06	16	0.0134592	2.79854e+07
14	2.6339e-06	17	0.0181156	1.29755e+07
14	2.6339e-06	18	0.0243828	7.70877e+06
14	2.6339e-06	19	0.0328183	2.14013e+06
14	2.6339e-06	20	0.044172	535200
14	2.6339e-06	21	0.0594537	88928.2
14	2.6339e-06	22	0.0800221	14283.9
14	2.6339e-06	23	0.107706	1423.31
14	2.6339e-06	24	0.144968	146.476
14	2.6339e-06	25	0.195121	43.3338
14	2.6339e-06	26	0.262625	0
14	2.6339e-06	27	0.353483	0
14	2.6339e-06	28	0.475773	0
14	2.6339e-06	29	0.64037	0
14	2.6339e-06	30	0.861911	0
14	2.6339e-06	31	1.1601	0
14	2.6339e-06	32	1.56144	0
14	2.6339e-06	33	2.10164	0
14	2.6339e-06	34	2.82871	0
14	2.6339e-06	35	3.80733	0
14	2.6339e-06	36	5.12451	0
14	2.6339e-06	37	6.89737	0
14	2.6339e-06	38	9.28357	0
14	2.6339e-06	39	12.4953	0
15	3.30044e-06	0	0.000116015	1.39367e+08
15	3.30044e-06	1	0.000156152	1.38722e+08
15	3.30044e-06	2	0.000210174	1.38058e+08
15	3.30044e-06	3	0.000282885	1.32925e+08
15	3.30044e-06	4	0.000380752	1.32653e+08
15	3.30044e-06	5	0.000512476	1.27115e+08
15	3.30044e-06	6	0.000689771	1.27317e+08
15	3.30044e-06	7	0.000928403	1.29233e+08
15	3.30044e-06	8	0.00124959	1.30259e+08
15	3.30044e-06	9	0.0016819	1.29578e+08
15	3.30044e-06	10	0.00226377	1.29367e+08
15	3.30044e-06	11	0.00304693	1.21906e+08
15	3.30044e-06	12	0.00410104	1.0595e+08
15	3.30044e-06	13	0.00551983	9.35446e+07
