1.1194e-07	0.00092561	4.10956e-06
1.40268e-07	0.00105498	4.39417e-06
1.75764e-07	0.00120831	4.77523e-06
2.20244e-07	0.001384	5.10944e-06
2.75979e-07	0.00158012	5.24602e-06
3.45818e-07	0.00181479	5.45592e-06
4.33332e-07	0.00208087	5.56855e-06
5.42991e-07	0.00241967	5.74523e-06
6.80401e-07	0.00275554	5.76937e-06
8.52584e-07	0.00314681	5.92916e-06
1.06834e-06	0.00374484	6.43083e-06
1.3387e-06	0.0044084	6.90401e-06
1.67747e-06	0.00517377	7.2853e-06
2.10197e-06	0.00600829	7.6176e-06
2.6339e-06	0.00687512	7.87485e-06
3.30044e-06	0.00851753	9.80586e-06
4.13565e-06	0.00927019	8.60801e-06
5.18223e-06	0.010406	8.48623e-06
6.49365e-06	0.0119833	8.93266e-06
8.13694e-06	0.0139054	9.50282e-06
1.01961e-05	0.0160188	1.0068e-05
1.27763e-05	0.0182711	1.09349e-05
1.60095e-05	0.0218594	1.25466e-05
2.00609e-05	0.0251484	1.4963e-05
2.51375e-05	0.0288307	1.94451e-05
3.14989e-05	0.0347598	2.71503e-05
3.947e-05	0.0435403	4.03813e-05
4.94584e-05	0.0548823	6.13042e-05
6.19744e-05	0.0671869	9.85226e-05
7.76577e-05	0.0875644	0.000155072
9.73099e-05	0.112019	0.000208216
0.000121935	0.135146	0.000299509
0.000152792	0.145701	0.000436365
0.000191458	0.183465	0.000842169
0.000239909	0.187587	0.00131394
0.000300621	0.203998	0.00260286
0.000376696	0.260325	0.00805595
0.000472023	0.574927	0.0600259
0.000591474	0.894735	0.124147
0.000741154	0.562002	0.0789656
