0.00107543	1.94086	0.00251629
0.0012438	1.94478	0.00237316
0.00143853	1.94109	0.00217455
0.00166374	1.9416	0.00205198
0.00192421	1.94497	0.00189733
0.00222546	1.93916	0.00175356
0.00257387	1.94525	0.00163192
0.00297683	1.94317	0.0015233
0.00344288	1.94326	0.00141508
0.00398188	1.94075	0.00131528
0.00460528	1.941	0.00122548
0.00532627	1.94127	0.00113709
0.00616013	1.93906	0.00105745
0.00712455	1.93849	0.000982966
0.00823995	1.93822	0.000914838
0.00952998	1.93533	0.000851574
0.011022	1.93499	0.000793609
0.0127475	1.93351	0.000737022
0.0147433	1.93136	0.000684074
0.0170514	1.92738	0.000637856
0.019721	1.92536	0.000592466
0.0228084	1.92178	0.000553999
0.0263792	1.91756	0.000513559
0.0305091	1.9132	0.000477795
0.0352855	1.90797	0.000445401
0.0408098	1.90128	0.000414757
0.0471988	1.89427	0.000385792
0.0545882	1.88676	0.00036029
0.0631343	1.87696	0.000334995
0.0730185	1.86585	0.000312768
0.0844501	1.85275	0.000291905
0.0976714	1.83776	0.000272147
0.112963	1.81996	0.000253812
0.130648	1.79961	0.000237632
0.151102	1.77539	0.000221869
0.174758	1.74681	0.0002081
0.202117	1.71283	0.000195239
0.23376	1.67276	0.00018318
0.270357	1.62455	0.000172523
0.312684	1.5662	0.000162935
0.361637	1.49522	0.000154565
0.418253	1.40584	0.000147498
0.483734	1.28966	0.000141959
0.559466	1.12269	0.000139728
0.647055	0.824492	0.000142958
0.748356	0.739016	0.000134659
0.865517	0.692279	0.0001262
1.00102	0.621161	0.000116128
1.15774	0.511578	0.000103284
1.33899	0.327736	9.31986e-05
