0.00108024	1.65088	0.00507453
0.00126057	1.64646	0.00468698
0.00147099	1.64873	0.00431488
0.00171653	1.645	0.00402409
0.00200307	1.64396	0.00370008
0.00233744	1.64867	0.00344394
0.00272762	1.64126	0.00318571
0.00318293	1.64524	0.00294312
0.00371425	1.64499	0.00275116
0.00433425	1.64235	0.00253847
0.00505776	1.63828	0.0023325
0.00590203	1.64153	0.00216624
0.00688724	1.63689	0.00200564
0.0080369	1.63423	0.00186052
0.00937848	1.63131	0.00171255
0.010944	1.62977	0.00159338
0.0127708	1.62633	0.00146518
0.0149026	1.62439	0.0013656
0.0173903	1.61921	0.00126329
0.0202932	1.61571	0.00116757
0.0236807	1.60973	0.00108052
0.0276336	1.6021	0.000999203
0.0322464	1.59498	0.000929048
0.0376292	1.58595	0.000858078
0.0439105	1.57306	0.000795458
0.0512404	1.56142	0.000737851
0.0597937	1.54734	0.000684761
0.0697749	1.52864	0.000634158
0.0814222	1.50726	0.000586761
0.0950138	1.48049	0.000544681
0.110874	1.44841	0.000504866
0.129382	1.40828	0.00046796
0.150979	1.3569	0.000433966
0.176182	1.29113	0.000402229
0.205591	1.1973	0.000371846
0.23991	1.00893	0.000341749
0.279957	0.910981	0.000319446
0.32669	0.934858	0.000311951
0.381223	0.956408	0.000304314
0.444859	0.973715	0.000296174
0.519118	0.988086	0.000287672
0.605773	0.996124	0.000278589
0.706893	0.997306	0.000269067
0.824892	0.989792	0.000258662
0.962589	0.970427	0.000247239
1.12327	0.935523	0.000234556
1.31077	0.879697	0.000219954
1.52958	0.792743	0.000202374
1.78491	0.655127	0.000179751
2.08285	0.421269	0.000162125
