# hist_val	vel_center	shear_center
0.000000000000000000e+00 2.051416936449160328e-07 2.737468541896386776e-01
0.000000000000000000e+00 2.051416936449160328e-07 3.421179597101169367e-01
0.000000000000000000e+00 2.051416936449160328e-07 4.275654553280463510e-01
0.000000000000000000e+00 2.051416936449160328e-07 5.343543459243703664e-01
0.000000000000000000e+00 2.051416936449160328e-07 6.678148654202835655e-01
4.776303352054477556e-09 2.406574197299750521e-07 1.117926801369632724e-04
4.271955698041673966e-09 2.406574197299750521e-07 1.397140571795882510e-04
8.323091322322718338e-09 2.406574197299750521e-07 1.746090866563554530e-04
7.772160121556821212e-09 2.406574197299750521e-07 2.182195103229805076e-04
8.988233449571444295e-09 2.406574197299750521e-07 2.727220879364708039e-04
1.016685018830998204e-08 2.406574197299750521e-07 3.408372474960846919e-04
1.324493917374911650e-08 2.406574197299750521e-07 4.259648720046778597e-04
2.057591029467633302e-08 2.406574197299750521e-07 5.323540003768097682e-04
2.483673065593829023e-08 2.406574197299750521e-07 6.653149129022080041e-04
2.746506526616905152e-08 2.406574197299750521e-07 8.314841872452567988e-04
4.286889034258042040e-08 2.406574197299750521e-07 1.039155954919240626e-03
5.055603715877512961e-08 2.406574197299750521e-07 1.298695892487976636e-03
6.806155469316635615e-08 2.406574197299750521e-07 1.623058611347917091e-03
9.555622026971772633e-08 2.406574197299750521e-07 2.028434270954636732e-03
1.152211597848162242e-07 2.406574197299750521e-07 2.535056690384226725e-03
1.418260601957553970e-07 2.406574197299750521e-07 3.168213294107543893e-03
1.972674087465165399e-07 2.406574197299750521e-07 3.959507302157582939e-03
2.484843942731479721e-07 2.406574197299750521e-07 4.948435165333612412e-03
3.036200450406049788e-07 2.406574197299750521e-07 6.184357981147564805e-03
3.663436402079661819e-07 2.406574197299750521e-07 7.728965291274075139e-03
6.712368762803915868e-07 2.406574197299750521e-07 9.659354237872657539e-03
8.698969132598439261e-07 2.406574197299750521e-07 1.207187777101895176e-02
1.503325042095561056e-06 2.406574197299750521e-07 1.508695398570625290e-02
1.129922456311155976e-06 2.406574197299750521e-07 1.885507664045917367e-02
4.895183272808964786e-07 2.406574197299750521e-07 2.356432686507902927e-02
2.176930259171165068e-07 2.406574197299750521e-07 2.944976099501883313e-02
4.889846200675225074e-07 2.406574197299750521e-07 3.680514311439994635e-02
3.400530331645434771e-08 2.406574197299750521e-07 4.599760792288207223e-02
3.229744413536447811e-10 2.406574197299750521e-07 5.748598580504876709e-02
0.000000000000000000e+00 2.406574197299750521e-07 7.184370477522883380e-02
0.000000000000000000e+00 2.406574197299750521e-07 8.978741241968792031e-02
0.000000000000000000e+00 2.406574197299750521e-07 1.122127464646390793e-01
0.000000000000000000e+00 2.406574197299750521e-07 1.402390394132390916e-01
0.000000000000000000e+00 2.406574197299750521e-07 1.752651886276178905e-01
0.000000000000000000e+00 2.406574197299750521e-07 2.190394805412121115e-01
0.000000000000000000e+00 2.406574197299750521e-07 2.737468541896386776e-01
0.000000000000000000e+00 2.406574197299750521e-07 3.421179597101169367e-01
0.000000000000000000e+00 2.406574197299750521e-07 4.275654553280463510e-01
0.000000000000000000e+00 2.406574197299750521e-07 5.343543459243703664e-01
0.000000000000000000e+00 2.406574197299750521e-07 6.678148654202835655e-01
6.375055625716251513e-09 2.823219046408835783e-07 1.117926801369632724e-04
3.781756840407629605e-09 2.823219046408835783e-07 1.397140571795882510e-04
8.053818576891219605e-09 2.823219046408835783e-07 1.746090866563554530e-04
7.349560905884917200e-09 2.823219046408835783e-07 2.182195103229805076e-04
9.721764352921204340e-09 2.823219046408835783e-07 2.727220879364708039e-04
1.444802620156394359e-08 2.823219046408835783e-07 3.408372474960846919e-04
1.868461186253333583e-08 2.823219046408835783e-07 4.259648720046778597e-04
2.220223769640501405e-08 2.823219046408835783e-07 5.323540003768097682e-04
3.209840820399202828e-08 2.823219046408835783e-07 6.653149129022080041e-04
4.371236626959647091e-08 2.823219046408835783e-07 8.314841872452567988e-04
5.035253800394459862e-08 2.823219046408835783e-07 1.039155954919240626e-03
5.965086554348894565e-08 2.823219046408835783e-07 1.298695892487976636e-03
7.385069836646365000e-08 2.823219046408835783e-07 1.623058611347917091e-03
1.042370328263004056e-07 2.823219046408835783e-07 2.028434270954636732e-03
1.249837945000890427e-07 2.823219046408835783e-07 2.535056690384226725e-03
1.550887441973690969e-07 2.823219046408835783e-07 3.168213294107543893e-03
1.891330325179826574e-07 2.823219046408835783e-07 3.959507302157582939e-03
2.782717453790131972e-07 2.823219046408835783e-07 4.948435165333612412e-03
3.367538102062294920e-07 2.823219046408835783e-07 6.184357981147564805e-03
3.779967773852802201e-07 2.823219046408835783e-07 7.728965291274075139e-03
5.231647259172843460e-07 2.823219046408835783e-07 9.659354237872657539e-03
9.695245191852138091e-07 2.823219046408835783e-07 1.207187777101895176e-02
1.129000250877703129e-06 2.823219046408835783e-07 1.508695398570625290e-02
1.902823786503440501e-06 2.823219046408835783e-07 1.885507664045917367e-02
1.009334907734804799e-06 2.823219046408835783e-07 2.356432686507902927e-02
4.102464729792122513e-07 2.823219046408835783e-07 2.944976099501883313e-02
4.010360017562671157e-07 2.823219046408835783e-07 3.680514311439994635e-02
4.350733791241898193e-07 2.823219046408835783e-07 4.599760792288207223e-02
8.223715982442949407e-09 2.823219046408835783e-07 5.748598580504876709e-02
0.000000000000000000e+00 2.823219046408835783e-07 7.184370477522883380e-02
0.000000000000000000e+00 2.823219046408835783e-07 8.978741241968792031e-02
0.000000000000000000e+00 2.823219046408835783e-07 1.122127464646390793e-01
0.000000000000000000e+00 2.823219046408835783e-07 1.402390394132390916e-01
0.000000000000000000e+00 2.823219046408835783e-07 1.752651886276178905e-01
0.000000000000000000e+00 2.823219046408835783e-07 2.190394805412121115e-01
0.000000000000000000e+00 2.823219046408835783e-07 2.737468541896386776e-01
0.000000000000000000e+00 2.823219046408835783e-07 3.421179597101169367e-01
0.000000000000000000e+00 2.823219046408835783e-07 4.275654553280463510e-01
0.000000000000000000e+00 2.823219046408835783e-07 5.343543459243703664e-01
0.000000000000000000e+00 2.823219046408835783e-07 6.678148654202835655e-01
6.387479070842083662e-09 3.311996693452805582e-07 1.117926801369632724e-04
5.898488864605321708e-09 3.311996693452805582e-07 1.397140571795882510e-04
8.282569680237092391e-09 3.311996693452805582e-07 1.746090866563554530e-04
8.785849106007488467e-09 3.311996693452805582e-07 2.182195103229805076e-04
1.915609538324285297e-08 3.311996693452805582e-07 2.727220879364708039e-04
1.488191641389725005e-08 3.311996693452805582e-07 3.408372474960846919e-04
2.198294471576647899e-08 3.311996693452805582e-07 4.259648720046778597e-04
2.215614174777297968e-08 3.311996693452805582e-07 5.323540003768097682e-04
3.113743109351704104e-08 3.311996693452805582e-07 6.653149129022080041e-04
3.482684070100279961e-08 3.311996693452805582e-07 8.314841872452567988e-04
4.463485246670008746e-08 3.311996693452805582e-07 1.039155954919240626e-03
7.386491693047971463e-08 3.311996693452805582e-07 1.298695892487976636e-03
9.097942881872931589e-08 3.311996693452805582e-07 1.623058611347917091e-03
1.055886524104800162e-07 3.311996693452805582e-07 2.028434270954636732e-03
1.205769582850272368e-07 3.311996693452805582e-07 2.535056690384226725e-03
1.734931203459144275e-07 3.311996693452805582e-07 3.168213294107543893e-03
2.144443367151964105e-07 3.311996693452805582e-07 3.959507302157582939e-03
2.804287054807396286e-07 3.311996693452805582e-07 4.948435165333612412e-03
3.774607804354408085e-07 3.311996693452805582e-07 6.184357981147564805e-03
4.454491939463484530e-07 3.311996693452805582e-07 7.728965291274075139e-03
4.861197927696138194e-07 3.311996693452805582e-07 9.659354237872657539e-03
7.925653812316393003e-07 3.311996693452805582e-07 1.207187777101895176e-02
1.343488453008004747e-06 3.311996693452805582e-07 1.508695398570625290e-02
1.478957399837769680e-06 3.311996693452805582e-07 1.885507664045917367e-02
1.900796977259226406e-06 3.311996693452805582e-07 2.356432686507902927e-02
1.066626614820321408e-06 3.311996693452805582e-07 2.944976099501883313e-02
3.484554316370144442e-07 3.311996693452805582e-07 3.680514311439994635e-02
7.624495792092129653e-07 3.311996693452805582e-07 4.599760792288207223e-02
2.148863939803723764e-07 3.311996693452805582e-07 5.748598580504876709e-02
2.604990110638893616e-09 3.311996693452805582e-07 7.184370477522883380e-02
0.000000000000000000e+00 3.311996693452805582e-07 8.978741241968792031e-02
0.000000000000000000e+00 3.311996693452805582e-07 1.122127464646390793e-01
0.000000000000000000e+00 3.311996693452805582e-07 1.402390394132390916e-01
0.000000000000000000e+00 3.311996693452805582e-07 1.752651886276178905e-01
0.000000000000000000e+00 3.311996693452805582e-07 2.190394805412121115e-01
0.000000000000000000e+00 3.311996693452805582e-07 2.737468541896386776e-01
0.000000000000000000e+00 3.311996693452805582e-07 3.421179597101169367e-01
0.000000000000000000e+00 3.311996693452805582e-07 4.275654553280463510e-01
0.000000000000000000e+00 3.311996693452805582e-07 5.343543459243703664e-01
0.000000000000000000e+00 3.311996693452805582e-07 6.678148654202835655e-01
7.080026259709271130e-09 3.885395329631051080e-07 1.117926801369632724e-04
7.550454032834164053e-09 3.885395329631051080e-07 1.397140571795882510e-04
1.038513287120027863e-08 3.885395329631051080e-07 1.746090866563554530e-04
1.062243663797930726e-08 3.885395329631051080e-07 2.182195103229805076e-04
1.649681000137626086e-08 3.885395329631051080e-07 2.727220879364708039e-04
2.408403890825672493e-08 3.885395329631051080e-07 3.408372474960846919e-04
2.621675668316178834e-08 3.885395329631051080e-07 4.259648720046778597e-04
4.037035402455410593e-08 3.885395329631051080e-07 5.323540003768097682e-04
4.293723372654495310e-08 3.885395329631051080e-07 6.653149129022080041e-04
6.081937168508742700e-08 3.885395329631051080e-07 8.314841872452567988e-04
6.719625637398361859e-08 3.885395329631051080e-07 1.039155954919240626e-03
7.720332817660814813e-08 3.885395329631051080e-07 1.298695892487976636e-03
9.029033155956900283e-08 3.885395329631051080e-07 1.623058611347917091e-03
1.179865730235516146e-07 3.885395329631051080e-07 2.028434270954636732e-03
1.421868739029754670e-07 3.885395329631051080e-07 2.535056690384226725e-03
1.865393144261811610e-07 3.885395329631051080e-07 3.168213294107543893e-03
2.299806785316850391e-07 3.885395329631051080e-07 3.959507302157582939e-03
3.085582576144093063e-07 3.885395329631051080e-07 4.948435165333612412e-03
3.995119144674410248e-07 3.885395329631051080e-07 6.184357981147564805e-03
4.898814521205050642e-07 3.885395329631051080e-07 7.728965291274075139e-03
5.988788212904263535e-07 3.885395329631051080e-07 9.659354237872657539e-03
6.699516959739186363e-07 3.885395329631051080e-07 1.207187777101895176e-02
1.265042466670862220e-06 3.885395329631051080e-07 1.508695398570625290e-02
1.624745135211111337e-06 3.885395329631051080e-07 1.885507664045917367e-02
1.966660046111601108e-06 3.885395329631051080e-07 2.356432686507902927e-02
1.806141328809353903e-06 3.885395329631051080e-07 2.944976099501883313e-02
1.024018911099518272e-06 3.885395329631051080e-07 3.680514311439994635e-02
3.999519451191682639e-07 3.885395329631051080e-07 4.599760792288207223e-02
9.170157249806080730e-07 3.885395329631051080e-07 5.748598580504876709e-02
4.194806428340562381e-08 3.885395329631051080e-07 7.184370477522883380e-02
5.731335562934349037e-10 3.885395329631051080e-07 8.978741241968792031e-02
0.000000000000000000e+00 3.885395329631051080e-07 1.122127464646390793e-01
0.000000000000000000e+00 3.885395329631051080e-07 1.402390394132390916e-01
0.000000000000000000e+00 3.885395329631051080e-07 1.752651886276178905e-01
0.000000000000000000e+00 3.885395329631051080e-07 2.190394805412121115e-01
0.000000000000000000e+00 3.885395329631051080e-07 2.737468541896386776e-01
0.000000000000000000e+00 3.885395329631051080e-07 3.421179597101169367e-01
0.000000000000000000e+00 3.885395329631051080e-07 4.275654553280463510e-01
0.000000000000000000e+00 3.885395329631051080e-07 5.343543459243703664e-01
0.000000000000000000e+00 3.885395329631051080e-07 6.678148654202835655e-01
8.278732357633322714e-09 4.558065198966328428e-07 1.117926801369632724e-04
8.736299635103694783e-09 4.558065198966328428e-07 1.397140571795882510e-04
1.154218248061722463e-08 4.558065198966328428e-07 1.746090866563554530e-04
1.623716380447226548e-08 4.558065198966328428e-07 2.182195103229805076e-04
2.003070942620255313e-08 4.558065198966328428e-07 2.727220879364708039e-04
2.334982302561877665e-08 4.558065198966328428e-07 3.408372474960846919e-04
3.328562742755747719e-08 4.558065198966328428e-07 4.259648720046778597e-04
3.706571402609196717e-08 4.558065198966328428e-07 5.323540003768097682e-04
4.108434418012693254e-08 4.558065198966328428e-07 6.653149129022080041e-04
5.885821644392025265e-08 4.558065198966328428e-07 8.314841872452567988e-04
6.774716267280079434e-08 4.558065198966328428e-07 1.039155954919240626e-03
8.480957087104908912e-08 4.558065198966328428e-07 1.298695892487976636e-03
1.024284931168430971e-07 4.558065198966328428e-07 1.623058611347917091e-03
1.426938443278445625e-07 4.558065198966328428e-07 2.028434270954636732e-03
1.506811019599712848e-07 4.558065198966328428e-07 2.535056690384226725e-03
2.040821815450503843e-07 4.558065198966328428e-07 3.168213294107543893e-03
2.451480355155833042e-07 4.558065198966328428e-07 3.959507302157582939e-03
3.117935961528201850e-07 4.558065198966328428e-07 4.948435165333612412e-03
4.178252485485467395e-07 4.558065198966328428e-07 6.184357981147564805e-03
5.548532952595800860e-07 4.558065198966328428e-07 7.728965291274075139e-03
6.478373647856751276e-07 4.558065198966328428e-07 9.659354237872657539e-03
7.508801329117020203e-07 4.558065198966328428e-07 1.207187777101895176e-02
9.594241661540230638e-07 4.558065198966328428e-07 1.508695398570625290e-02
1.925673774360830943e-06 4.558065198966328428e-07 1.885507664045917367e-02
1.731172570473035993e-06 4.558065198966328428e-07 2.356432686507902927e-02
2.454024344532070028e-06 4.558065198966328428e-07 2.944976099501883313e-02
