# hist_val	vel_center	shear_center
2.029351254639273122e-06 4.558065198966328428e-07 3.680514311439994635e-02
8.160739177219598992e-07 4.558065198966328428e-07 4.599760792288207223e-02
6.433739660269282993e-07 4.558065198966328428e-07 5.748598580504876709e-02
6.162440717207035040e-07 4.558065198966328428e-07 7.184370477522883380e-02
1.787779999561089905e-09 4.558065198966328428e-07 8.978741241968792031e-02
9.916962845531174242e-11 4.558065198966328428e-07 1.122127464646390793e-01
0.000000000000000000e+00 4.558065198966328428e-07 1.402390394132390916e-01
0.000000000000000000e+00 4.558065198966328428e-07 1.752651886276178905e-01
0.000000000000000000e+00 4.558065198966328428e-07 2.190394805412121115e-01
0.000000000000000000e+00 4.558065198966328428e-07 2.737468541896386776e-01
0.000000000000000000e+00 4.558065198966328428e-07 3.421179597101169367e-01
0.000000000000000000e+00 4.558065198966328428e-07 4.275654553280463510e-01
0.000000000000000000e+00 4.558065198966328428e-07 5.343543459243703664e-01
0.000000000000000000e+00 4.558065198966328428e-07 6.678148654202835655e-01
7.082006046052816139e-09 5.347192909711150470e-07 1.117926801369632724e-04
1.036353682645069219e-08 5.347192909711150470e-07 1.397140571795882510e-04
1.154943604930746843e-08 5.347192909711150470e-07 1.746090866563554530e-04
1.462020751772513671e-08 5.347192909711150470e-07 2.182195103229805076e-04
2.198957842158529626e-08 5.347192909711150470e-07 2.727220879364708039e-04
2.057992822797414644e-08 5.347192909711150470e-07 3.408372474960846919e-04
2.901293665513379749e-08 5.347192909711150470e-07 4.259648720046778597e-04
3.397874675577932952e-08 5.347192909711150470e-07 5.323540003768097682e-04
4.526757448279069640e-08 5.347192909711150470e-07 6.653149129022080041e-04
5.806288402790545870e-08 5.347192909711150470e-07 8.314841872452567988e-04
7.152666204886492770e-08 5.347192909711150470e-07 1.039155954919240626e-03
9.320783967987477520e-08 5.347192909711150470e-07 1.298695892487976636e-03
1.233404047248397371e-07 5.347192909711150470e-07 1.623058611347917091e-03
1.467668629856849175e-07 5.347192909711150470e-07 2.028434270954636732e-03
1.620875794667325678e-07 5.347192909711150470e-07 2.535056690384226725e-03
2.085044819723186988e-07 5.347192909711150470e-07 3.168213294107543893e-03
2.732068048243323547e-07 5.347192909711150470e-07 3.959507302157582939e-03
3.294067609541221936e-07 5.347192909711150470e-07 4.948435165333612412e-03
4.697469052295511469e-07 5.347192909711150470e-07 6.184357981147564805e-03
6.199198601451723714e-07 5.347192909711150470e-07 7.728965291274075139e-03
7.209956659535026680e-07 5.347192909711150470e-07 9.659354237872657539e-03
8.741528110444404920e-07 5.347192909711150470e-07 1.207187777101895176e-02
9.743395720416226804e-07 5.347192909711150470e-07 1.508695398570625290e-02
1.457284688162164401e-06 5.347192909711150470e-07 1.885507664045917367e-02
2.486363242376186700e-06 5.347192909711150470e-07 2.356432686507902927e-02
1.776266805147924577e-06 5.347192909711150470e-07 2.944976099501883313e-02
2.757167542794136841e-06 5.347192909711150470e-07 3.680514311439994635e-02
2.448431768883940895e-06 5.347192909711150470e-07 4.599760792288207223e-02
5.504688183863675464e-07 5.347192909711150470e-07 5.748598580504876709e-02
9.044071187091300124e-07 5.347192909711150470e-07 7.184370477522883380e-02
1.959887402145133492e-07 5.347192909711150470e-07 8.978741241968792031e-02
9.969471875776814498e-10 5.347192909711150470e-07 1.122127464646390793e-01
0.000000000000000000e+00 5.347192909711150470e-07 1.402390394132390916e-01
0.000000000000000000e+00 5.347192909711150470e-07 1.752651886276178905e-01
0.000000000000000000e+00 5.347192909711150470e-07 2.190394805412121115e-01
0.000000000000000000e+00 5.347192909711150470e-07 2.737468541896386776e-01
0.000000000000000000e+00 5.347192909711150470e-07 3.421179597101169367e-01
0.000000000000000000e+00 5.347192909711150470e-07 4.275654553280463510e-01
0.000000000000000000e+00 5.347192909711150470e-07 5.343543459243703664e-01
0.000000000000000000e+00 5.347192909711150470e-07 6.678148654202835655e-01
9.926429138081352410e-09 6.272940549457110575e-07 1.117926801369632724e-04
1.156129392134580547e-08 6.272940549457110575e-07 1.397140571795882510e-04
1.204462949733545174e-08 6.272940549457110575e-07 1.746090866563554530e-04
1.463730767696540995e-08 6.272940549457110575e-07 2.182195103229805076e-04
1.815236042279318521e-08 6.272940549457110575e-07 2.727220879364708039e-04
2.335582453859893354e-08 6.272940549457110575e-07 3.408372474960846919e-04
3.042353812540005142e-08 6.272940549457110575e-07 4.259648720046778597e-04
4.061979480143938347e-08 6.272940549457110575e-07 5.323540003768097682e-04
4.949245740060864707e-08 6.272940549457110575e-07 6.653149129022080041e-04
5.120312319680051655e-08 6.272940549457110575e-07 8.314841872452567988e-04
7.637248303790053787e-08 6.272940549457110575e-07 1.039155954919240626e-03
9.832492477684755001e-08 6.272940549457110575e-07 1.298695892487976636e-03
1.297083257507060578e-07 6.272940549457110575e-07 1.623058611347917091e-03
1.351141500945395339e-07 6.272940549457110575e-07 2.028434270954636732e-03
1.661691275201600954e-07 6.272940549457110575e-07 2.535056690384226725e-03
2.161344211871186441e-07 6.272940549457110575e-07 3.168213294107543893e-03
2.747445720472648607e-07 6.272940549457110575e-07 3.959507302157582939e-03
3.854474817121026319e-07 6.272940549457110575e-07 4.948435165333612412e-03
5.195394360837361661e-07 6.272940549457110575e-07 6.184357981147564805e-03
6.720784906589657938e-07 6.272940549457110575e-07 7.728965291274075139e-03
8.165389452152825979e-07 6.272940549457110575e-07 9.659354237872657539e-03
9.588675235696094049e-07 6.272940549457110575e-07 1.207187777101895176e-02
1.193665754318262648e-06 6.272940549457110575e-07 1.508695398570625290e-02
1.246695874654923679e-06 6.272940549457110575e-07 1.885507664045917367e-02
2.170200919664965375e-06 6.272940549457110575e-07 2.356432686507902927e-02
2.727947670129517357e-06 6.272940549457110575e-07 2.944976099501883313e-02
2.246459846839700855e-06 6.272940549457110575e-07 3.680514311439994635e-02
3.182056820061559025e-06 6.272940549457110575e-07 4.599760792288207223e-02
2.203488885870645233e-06 6.272940549457110575e-07 5.748598580504876709e-02
4.524829589716616916e-07 6.272940549457110575e-07 7.184370477522883380e-02
7.691196554952159202e-07 6.272940549457110575e-07 8.978741241968792031e-02
2.444230687119464118e-08 6.272940549457110575e-07 1.122127464646390793e-01
0.000000000000000000e+00 6.272940549457110575e-07 1.402390394132390916e-01
0.000000000000000000e+00 6.272940549457110575e-07 1.752651886276178905e-01
0.000000000000000000e+00 6.272940549457110575e-07 2.190394805412121115e-01
0.000000000000000000e+00 6.272940549457110575e-07 2.737468541896386776e-01
0.000000000000000000e+00 6.272940549457110575e-07 3.421179597101169367e-01
0.000000000000000000e+00 6.272940549457110575e-07 4.275654553280463510e-01
0.000000000000000000e+00 6.272940549457110575e-07 5.343543459243703664e-01
0.000000000000000000e+00 6.272940549457110575e-07 6.678148654202835655e-01
7.777462031170745416e-09 7.358960823268465029e-07 1.117926801369632724e-04
9.420823650699294838e-09 7.358960823268465029e-07 1.397140571795882510e-04
1.084231482807035407e-08 7.358960823268465029e-07 1.746090866563554530e-04
1.862819623945147218e-08 7.358960823268465029e-07 2.182195103229805076e-04
1.814103316654866460e-08 7.358960823268465029e-07 2.727220879364708039e-04
2.289971747383018341e-08 7.358960823268465029e-07 3.408372474960846919e-04
2.876170594178368558e-08 7.358960823268465029e-07 4.259648720046778597e-04
3.536562761882072227e-08 7.358960823268465029e-07 5.323540003768097682e-04
4.501015402232078078e-08 7.358960823268465029e-07 6.653149129022080041e-04
5.490507043503026208e-08 7.358960823268465029e-07 8.314841872452567988e-04
7.338098787119939903e-08 7.358960823268465029e-07 1.039155954919240626e-03
8.637871968256299340e-08 7.358960823268465029e-07 1.298695892487976636e-03
1.146913415066855508e-07 7.358960823268465029e-07 1.623058611347917091e-03
1.227100431315736664e-07 7.358960823268465029e-07 2.028434270954636732e-03
1.752585751913600040e-07 7.358960823268465029e-07 2.535056690384226725e-03
2.453696258871980278e-07 7.358960823268465029e-07 3.168213294107543893e-03
2.981015807891322796e-07 7.358960823268465029e-07 3.959507302157582939e-03
4.456710555370794070e-07 7.358960823268465029e-07 4.948435165333612412e-03
6.012276613055143317e-07 7.358960823268465029e-07 6.184357981147564805e-03
6.844303266711769030e-07 7.358960823268465029e-07 7.728965291274075139e-03
8.702465650878559323e-07 7.358960823268465029e-07 9.659354237872657539e-03
1.141960616826721839e-06 7.358960823268465029e-07 1.207187777101895176e-02
1.337216646775658261e-06 7.358960823268465029e-07 1.508695398570625290e-02
1.560400341177109708e-06 7.358960823268465029e-07 1.885507664045917367e-02
1.655299655626503868e-06 7.358960823268465029e-07 2.356432686507902927e-02
3.207941917170570132e-06 7.358960823268465029e-07 2.944976099501883313e-02
2.614074801668968893e-06 7.358960823268465029e-07 3.680514311439994635e-02
3.240157311190043023e-06 7.358960823268465029e-07 4.599760792288207223e-02
3.810256923092647070e-06 7.358960823268465029e-07 5.748598580504876709e-02
1.266284048097478881e-06 7.358960823268465029e-07 7.184370477522883380e-02
4.629396662048997524e-07 7.358960823268465029e-07 8.978741241968792031e-02
3.891053272041329923e-07 7.358960823268465029e-07 1.122127464646390793e-01
1.115779746672712278e-09 7.358960823268465029e-07 1.402390394132390916e-01
9.917559514512758190e-11 7.358960823268465029e-07 1.752651886276178905e-01
0.000000000000000000e+00 7.358960823268465029e-07 2.190394805412121115e-01
0.000000000000000000e+00 7.358960823268465029e-07 2.737468541896386776e-01
0.000000000000000000e+00 7.358960823268465029e-07 3.421179597101169367e-01
0.000000000000000000e+00 7.358960823268465029e-07 4.275654553280463510e-01
0.000000000000000000e+00 7.358960823268465029e-07 5.343543459243703664e-01
0.000000000000000000e+00 7.358960823268465029e-07 6.678148654202835655e-01
7.085842150880705681e-09 8.633001376537333867e-07 1.117926801369632724e-04
8.030016307030178255e-09 8.633001376537333867e-07 1.397140571795882510e-04
1.391190479829718107e-08 8.633001376537333867e-07 1.746090866563554530e-04
1.533536170121065079e-08 8.633001376537333867e-07 2.182195103229805076e-04
1.886803575879003603e-08 8.633001376537333867e-07 2.727220879364708039e-04
2.429148408185127957e-08 8.633001376537333867e-07 3.408372474960846919e-04
3.323097593478405534e-08 8.633001376537333867e-07 4.259648720046778597e-04
4.124882353241134114e-08 8.633001376537333867e-07 5.323540003768097682e-04
4.811767394859861602e-08 8.633001376537333867e-07 6.653149129022080041e-04
5.400046974190402319e-08 8.633001376537333867e-07 8.314841872452567988e-04
7.637050156736411438e-08 8.633001376537333867e-07 1.039155954919240626e-03
1.044465155458962932e-07 8.633001376537333867e-07 1.298695892487976636e-03
1.176963922585553147e-07 8.633001376537333867e-07 1.623058611347917091e-03
1.711508046460964022e-07 8.633001376537333867e-07 2.028434270954636732e-03
2.248744340302708054e-07 8.633001376537333867e-07 2.535056690384226725e-03
3.021081942843302298e-07 8.633001376537333867e-07 3.168213294107543893e-03
3.962663537355093531e-07 8.633001376537333867e-07 3.959507302157582939e-03
5.046669302715279647e-07 8.633001376537333867e-07 4.948435165333612412e-03
6.265673094370477827e-07 8.633001376537333867e-07 6.184357981147564805e-03
7.480188178540610384e-07 8.633001376537333867e-07 7.728965291274075139e-03
9.872341331201546846e-07 8.633001376537333867e-07 9.659354237872657539e-03
1.271457387670888557e-06 8.633001376537333867e-07 1.207187777101895176e-02
1.526388497941966281e-06 8.633001376537333867e-07 1.508695398570625290e-02
1.807630662395054380e-06 8.633001376537333867e-07 1.885507664045917367e-02
1.884551539240729088e-06 8.633001376537333867e-07 2.356432686507902927e-02
2.296479710709812168e-06 8.633001376537333867e-07 2.944976099501883313e-02
4.028349573244963811e-06 8.633001376537333867e-07 3.680514311439994635e-02
2.570593237945017223e-06 8.633001376537333867e-07 4.599760792288207223e-02
4.494100810634041498e-06 8.633001376537333867e-07 5.748598580504876709e-02
3.682819517278963618e-06 8.633001376537333867e-07 7.184370477522883380e-02
4.379661008008393019e-07 8.633001376537333867e-07 8.978741241968792031e-02
4.605768789722028867e-07 8.633001376537333867e-07 1.122127464646390793e-01
7.697317321116896923e-08 8.633001376537333867e-07 1.402390394132390916e-01
0.000000000000000000e+00 8.633001376537333867e-07 1.752651886276178905e-01
0.000000000000000000e+00 8.633001376537333867e-07 2.190394805412121115e-01
0.000000000000000000e+00 8.633001376537333867e-07 2.737468541896386776e-01
0.000000000000000000e+00 8.633001376537333867e-07 3.421179597101169367e-01
0.000000000000000000e+00 8.633001376537333867e-07 4.275654553280463510e-01
0.000000000000000000e+00 8.633001376537333867e-07 5.343543459243703664e-01
0.000000000000000000e+00 8.633001376537333867e-07 6.678148654202835655e-01
1.082009692843113706e-08 1.012761374291346649e-06 1.117926801369632724e-04
1.954365262782668464e-08 1.012761374291346649e-06 1.397140571795882510e-04
2.048609981395517650e-08 1.012761374291346649e-06 1.746090866563554530e-04
2.542995415936652459e-08 1.012761374291346649e-06 2.182195103229805076e-04
3.155793088850146477e-08 1.012761374291346649e-06 2.727220879364708039e-04
3.960559155768571434e-08 1.012761374291346649e-06 3.408372474960846919e-04
4.873190660842330844e-08 1.012761374291346649e-06 4.259648720046778597e-04
6.711073396474726872e-08 1.012761374291346649e-06 5.323540003768097682e-04
7.208044071400801327e-08 1.012761374291346649e-06 6.653149129022080041e-04
9.683060283262778963e-08 1.012761374291346649e-06 8.314841872452567988e-04
1.139842556480609329e-07 1.012761374291346649e-06 1.039155954919240626e-03
1.465458029107833109e-07 1.012761374291346649e-06 1.298695892487976636e-03
1.884399270947858043e-07 1.012761374291346649e-06 1.623058611347917091e-03
2.450012469838074372e-07 1.012761374291346649e-06 2.028434270954636732e-03
2.695660377875850732e-07 1.012761374291346649e-06 2.535056690384226725e-03
3.398910754591111705e-07 1.012761374291346649e-06 3.168213294107543893e-03
4.427372263751146305e-07 1.012761374291346649e-06 3.959507302157582939e-03
5.643851659530767315e-07 1.012761374291346649e-06 4.948435165333612412e-03
6.627294515666902670e-07 1.012761374291346649e-06 6.184357981147564805e-03
8.250174329587356956e-07 1.012761374291346649e-06 7.728965291274075139e-03
1.070925336861301843e-06 1.012761374291346649e-06 9.659354237872657539e-03
1.410413524281618139e-06 1.012761374291346649e-06 1.207187777101895176e-02
1.813201091154342635e-06 1.012761374291346649e-06 1.508695398570625290e-02
1.960502147384746894e-06 1.012761374291346649e-06 1.885507664045917367e-02
2.316097130444922808e-06 1.012761374291346649e-06 2.356432686507902927e-02
2.192969141161356583e-06 1.012761374291346649e-06 2.944976099501883313e-02
3.295644892595020793e-06 1.012761374291346649e-06 3.680514311439994635e-02
4.538979527726774633e-06 1.012761374291346649e-06 4.599760792288207223e-02
3.086812379019344477e-06 1.012761374291346649e-06 5.748598580504876709e-02
5.373277117994591779e-06 1.012761374291346649e-06 7.184370477522883380e-02
2.359299506279697179e-06 1.012761374291346649e-06 8.978741241968792031e-02
2.127568485884575667e-07 1.012761374291346649e-06 1.122127464646390793e-01
2.973822743729915641e-07 1.012761374291346649e-06 1.402390394132390916e-01
7.399056057006260598e-09 1.012761374291346649e-06 1.752651886276178905e-01
0.000000000000000000e+00 1.012761374291346649e-06 2.190394805412121115e-01
0.000000000000000000e+00 1.012761374291346649e-06 2.737468541896386776e-01
0.000000000000000000e+00 1.012761374291346649e-06 3.421179597101169367e-01
0.000000000000000000e+00 1.012761374291346649e-06 4.275654553280463510e-01
0.000000000000000000e+00 1.012761374291346649e-06 5.343543459243703664e-01
0.000000000000000000e+00 1.012761374291346649e-06 6.678148654202835655e-01
1.366249566329665391e-08 1.188098503081551565e-06 1.117926801369632724e-04
1.930628658452907855e-08 1.188098503081551565e-06 1.397140571795882510e-04
1.531279383767134364e-08 1.188098503081551565e-06 1.746090866563554530e-04
2.687883449048098471e-08 1.188098503081551565e-06 2.182195103229805076e-04
3.626485737717093181e-08 1.188098503081551565e-06 2.727220879364708039e-04
4.430464464641155689e-08 1.188098503081551565e-06 3.408372474960846919e-04
5.130949429698813957e-08 1.188098503081551565e-06 4.259648720046778597e-04
6.429561150507370326e-08 1.188098503081551565e-06 5.323540003768097682e-04
8.095999087588169347e-08 1.188098503081551565e-06 6.653149129022080041e-04
9.370121969599757607e-08 1.188098503081551565e-06 8.314841872452567988e-04
1.360982702358818730e-07 1.188098503081551565e-06 1.039155954919240626e-03
1.658092232475566691e-07 1.188098503081551565e-06 1.298695892487976636e-03
2.090650659204902357e-07 1.188098503081551565e-06 1.623058611347917091e-03
2.611624575771112969e-07 1.188098503081551565e-06 2.028434270954636732e-03
3.478139152905950372e-07 1.188098503081551565e-06 2.535056690384226725e-03
4.253156111243901367e-07 1.188098503081551565e-06 3.168213294107543893e-03
5.059071558351062054e-07 1.188098503081551565e-06 3.959507302157582939e-03
5.881322465196180864e-07 1.188098503081551565e-06 4.948435165333612412e-03
7.264936401451174545e-07 1.188098503081551565e-06 6.184357981147564805e-03
9.326618528245608287e-07 1.188098503081551565e-06 7.728965291274075139e-03
1.182366777366480637e-06 1.188098503081551565e-06 9.659354237872657539e-03
1.565839646351618978e-06 1.188098503081551565e-06 1.207187777101895176e-02
2.056703960694181304e-06 1.188098503081551565e-06 1.508695398570625290e-02
2.375401826572642773e-06 1.188098503081551565e-06 1.885507664045917367e-02
2.559982707696750354e-06 1.188098503081551565e-06 2.356432686507902927e-02
2.906550821112412764e-06 1.188098503081551565e-06 2.944976099501883313e-02
2.497497036660158062e-06 1.188098503081551565e-06 3.680514311439994635e-02
4.494591898860511112e-06 1.188098503081551565e-06 4.599760792288207223e-02
4.906688961936829499e-06 1.188098503081551565e-06 5.748598580504876709e-02
4.858381203434131108e-06 1.188098503081551565e-06 7.184370477522883380e-02
4.862330102829290304e-06 1.188098503081551565e-06 8.978741241968792031e-02
8.590666340164466747e-07 1.188098503081551565e-06 1.122127464646390793e-01
1.477585089484917532e-07 1.188098503081551565e-06 1.402390394132390916e-01
1.065550421226572897e-07 1.188098503081551565e-06 1.752651886276178905e-01
0.000000000000000000e+00 1.188098503081551565e-06 2.190394805412121115e-01
0.000000000000000000e+00 1.188098503081551565e-06 2.737468541896386776e-01
0.000000000000000000e+00 1.188098503081551565e-06 3.421179597101169367e-01
0.000000000000000000e+00 1.188098503081551565e-06 4.275654553280463510e-01
0.000000000000000000e+00 1.188098503081551565e-06 5.343543459243703664e-01
0.000000000000000000e+00 1.188098503081551565e-06 6.678148654202835655e-01
1.482082012935800452e-08 1.393791359798192388e-06 1.117926801369632724e-04
1.882525778125932088e-08 1.393791359798192388e-06 1.397140571795882510e-04
2.306081792571076233e-08 1.393791359798192388e-06 1.746090866563554530e-04
3.226706389342255676e-08 1.393791359798192388e-06 2.182195103229805076e-04
4.190504901105840830e-08 1.393791359798192388e-06 2.727220879364708039e-04
4.994636733745400591e-08 1.393791359798192388e-06 3.408372474960846919e-04
6.285058138820118212e-08 1.393791359798192388e-06 4.259648720046778597e-04
7.978140738565289540e-08 1.393791359798192388e-06 5.323540003768097682e-04
9.648903204816723818e-08 1.393791359798192388e-06 6.653149129022080041e-04
1.219845634866279123e-07 1.393791359798192388e-06 8.314841872452567988e-04
1.492740341857255607e-07 1.393791359798192388e-06 1.039155954919240626e-03
1.784096085132426488e-07 1.393791359798192388e-06 1.298695892487976636e-03
2.229422540812094761e-07 1.393791359798192388e-06 1.623058611347917091e-03
2.660160859479767043e-07 1.393791359798192388e-06 2.028434270954636732e-03
3.401901392900821613e-07 1.393791359798192388e-06 2.535056690384226725e-03
3.891237244811260321e-07 1.393791359798192388e-06 3.168213294107543893e-03
5.491207328945046885e-07 1.393791359798192388e-06 3.959507302157582939e-03
6.983894141123579550e-07 1.393791359798192388e-06 4.948435165333612412e-03
8.472900254939574774e-07 1.393791359798192388e-06 6.184357981147564805e-03
1.049324693484990690e-06 1.393791359798192388e-06 7.728965291274075139e-03
1.385315523470501158e-06 1.393791359798192388e-06 9.659354237872657539e-03
1.694772151613841967e-06 1.393791359798192388e-06 1.207187777101895176e-02
2.316353474631333428e-06 1.393791359798192388e-06 1.508695398570625290e-02
2.703616283231289680e-06 1.393791359798192388e-06 1.885507664045917367e-02
3.056492077893952893e-06 1.393791359798192388e-06 2.356432686507902927e-02
3.339708716806235857e-06 1.393791359798192388e-06 2.944976099501883313e-02
3.153384494820250646e-06 1.393791359798192388e-06 3.680514311439994635e-02
3.165410401314403534e-06 1.393791359798192388e-06 4.599760792288207223e-02
6.040443434941972231e-06 1.393791359798192388e-06 5.748598580504876709e-02
5.011840957643121036e-06 1.393791359798192388e-06 7.184370477522883380e-02
6.597779169417013689e-06 1.393791359798192388e-06 8.978741241968792031e-02
2.669941842410598800e-06 1.393791359798192388e-06 1.122127464646390793e-01
1.757354000719448081e-07 1.393791359798192388e-06 1.402390394132390916e-01
1.050318414531664808e-07 1.393791359798192388e-06 1.752651886276178905e-01
1.434900012825253250e-08 1.393791359798192388e-06 2.190394805412121115e-01
0.000000000000000000e+00 1.393791359798192388e-06 2.737468541896386776e-01
0.000000000000000000e+00 1.393791359798192388e-06 3.421179597101169367e-01
0.000000000000000000e+00 1.393791359798192388e-06 4.275654553280463510e-01
0.000000000000000000e+00 1.393791359798192388e-06 5.343543459243703664e-01
0.000000000000000000e+00 1.393791359798192388e-06 6.678148654202835655e-01
2.187791543786880019e-08 1.635095364239129830e-06 1.117926801369632724e-04
1.625455260320651796e-08 1.635095364239129830e-06 1.397140571795882510e-04
2.141449852989215415e-08 1.635095364239129830e-06 1.746090866563554530e-04
3.129346051320076091e-08 1.635095364239129830e-06 2.182195103229805076e-04
3.953102249269903985e-08 1.635095364239129830e-06 2.727220879364708039e-04
5.622753482535284382e-08 1.635095364239129830e-06 3.408372474960846919e-04
5.887360542601463662e-08 1.635095364239129830e-06 4.259648720046778597e-04
7.670885604625941661e-08 1.635095364239129830e-06 5.323540003768097682e-04
8.800263092541510488e-08 1.635095364239129830e-06 6.653149129022080041e-04
1.206864421164519042e-07 1.635095364239129830e-06 8.314841872452567988e-04
1.428901887502817981e-07 1.635095364239129830e-06 1.039155954919240626e-03
1.960187950479386773e-07 1.635095364239129830e-06 1.298695892487976636e-03
2.438458530885779358e-07 1.635095364239129830e-06 1.623058611347917091e-03
3.096916232886421207e-07 1.635095364239129830e-06 2.028434270954636732e-03
4.017302867059569264e-07 1.635095364239129830e-06 2.535056690384226725e-03
5.017840780439136359e-07 1.635095364239129830e-06 3.168213294107543893e-03
5.907543779530623229e-07 1.635095364239129830e-06 3.959507302157582939e-03
7.490822549268644844e-07 1.635095364239129830e-06 4.948435165333612412e-03
9.427231105475200514e-07 1.635095364239129830e-06 6.184357981147564805e-03
1.299169274938237557e-06 1.635095364239129830e-06 7.728965291274075139e-03
1.586170810831981961e-06 1.635095364239129830e-06 9.659354237872657539e-03
1.913917203556046048e-06 1.635095364239129830e-06 1.207187777101895176e-02
2.538605250718055155e-06 1.635095364239129830e-06 1.508695398570625290e-02
3.165240902758967913e-06 1.635095364239129830e-06 1.885507664045917367e-02
3.652423498102217681e-06 1.635095364239129830e-06 2.356432686507902927e-02
3.834214594200381594e-06 1.635095364239129830e-06 2.944976099501883313e-02
4.021253527958494458e-06 1.635095364239129830e-06 3.680514311439994635e-02
3.058652403914606977e-06 1.635095364239129830e-06 4.599760792288207223e-02
4.749121754147094803e-06 1.635095364239129830e-06 5.748598580504876709e-02
7.942433119907092601e-06 1.635095364239129830e-06 7.184370477522883380e-02
4.711011417997710468e-06 1.635095364239129830e-06 8.978741241968792031e-02
5.653258122990934597e-06 1.635095364239129830e-06 1.122127464646390793e-01
1.006686221439083166e-06 1.635095364239129830e-06 1.402390394132390916e-01
5.130817734263007357e-08 1.635095364239129830e-06 1.752651886276178905e-01
4.566206287680198844e-08 1.635095364239129830e-06 2.190394805412121115e-01
4.910654036183181859e-10 1.635095364239129830e-06 2.737468541896386776e-01
0.000000000000000000e+00 1.635095364239129830e-06 3.421179597101169367e-01
0.000000000000000000e+00 1.635095364239129830e-06 4.275654553280463510e-01
0.000000000000000000e+00 1.635095364239129830e-06 5.343543459243703664e-01
0.000000000000000000e+00 1.635095364239129830e-06 6.678148654202835655e-01
1.388025269626947701e-08 1.918175795366814905e-06 1.117926801369632724e-04
2.352584535013580109e-08 1.918175795366814905e-06 1.397140571795882510e-04
2.563728763999825787e-08 1.918175795366814905e-06 1.746090866563554530e-04
3.505908283602438046e-08 1.918175795366814905e-06 2.182195103229805076e-04
4.398170862533398728e-08 1.918175795366814905e-06 2.727220879364708039e-04
5.386868248916250844e-08 1.918175795366814905e-06 3.408372474960846919e-04
6.846702438030941029e-08 1.918175795366814905e-06 4.259648720046778597e-04
9.975962726717585525e-08 1.918175795366814905e-06 5.323540003768097682e-04
1.091801778121454956e-07 1.918175795366814905e-06 6.653149129022080041e-04
1.381288473068721287e-07 1.918175795366814905e-06 8.314841872452567988e-04
1.656481376300283697e-07 1.918175795366814905e-06 1.039155954919240626e-03
2.195145963961066802e-07 1.918175795366814905e-06 1.298695892487976636e-03
2.656651102240865025e-07 1.918175795366814905e-06 1.623058611347917091e-03
3.228785432259711309e-07 1.918175795366814905e-06 2.028434270954636732e-03
4.216546820620462857e-07 1.918175795366814905e-06 2.535056690384226725e-03
5.357213623373046127e-07 1.918175795366814905e-06 3.168213294107543893e-03
6.986707692489767908e-07 1.918175795366814905e-06 3.959507302157582939e-03
9.233028214451260627e-07 1.918175795366814905e-06 4.948435165333612412e-03
1.170558649219627693e-06 1.918175795366814905e-06 6.184357981147564805e-03
1.426189112183911495e-06 1.918175795366814905e-06 7.728965291274075139e-03
1.811689503345898281e-06 1.918175795366814905e-06 9.659354237872657539e-03
2.184839149132211948e-06 1.918175795366814905e-06 1.207187777101895176e-02
2.807159088327435222e-06 1.918175795366814905e-06 1.508695398570625290e-02
3.660202549865391064e-06 1.918175795366814905e-06 1.885507664045917367e-02
4.279899747400405522e-06 1.918175795366814905e-06 2.356432686507902927e-02
4.642252417371068281e-06 1.918175795366814905e-06 2.944976099501883313e-02
4.489886661195572910e-06 1.918175795366814905e-06 3.680514311439994635e-02
4.372429787194704505e-06 1.918175795366814905e-06 4.599760792288207223e-02
3.258669440248305091e-06 1.918175795366814905e-06 5.748598580504876709e-02
6.867537202549658267e-06 1.918175795366814905e-06 7.184370477522883380e-02
8.788322366865651813e-06 1.918175795366814905e-06 8.978741241968792031e-02
5.015227789345855169e-06 1.918175795366814905e-06 1.122127464646390793e-01
2.884551852530667544e-06 1.918175795366814905e-06 1.402390394132390916e-01
2.336346093184499229e-07 1.918175795366814905e-06 1.752651886276178905e-01
1.599089430778777819e-08 1.918175795366814905e-06 2.190394805412121115e-01
7.556492553862856343e-09 1.918175795366814905e-06 2.737468541896386776e-01
0.000000000000000000e+00 1.918175795366814905e-06 3.421179597101169367e-01
0.000000000000000000e+00 1.918175795366814905e-06 4.275654553280463510e-01
0.000000000000000000e+00 1.918175795366814905e-06 5.343543459243703664e-01
0.000000000000000000e+00 1.918175795366814905e-06 6.678148654202835655e-01
2.492855712578069234e-08 2.250265313205920205e-06 1.117926801369632724e-04
2.469584825613019285e-08 2.250265313205920205e-06 1.397140571795882510e-04
3.318046896521589448e-08 2.250265313205920205e-06 1.746090866563554530e-04
3.998299328807682768e-08 2.250265313205920205e-06 2.182195103229805076e-04
5.457247029608518901e-08 2.250265313205920205e-06 2.727220879364708039e-04
7.244971157716311588e-08 2.250265313205920205e-06 3.408372474960846919e-04
9.760818688114251008e-08 2.250265313205920205e-06 4.259648720046778597e-04
1.105501490555574784e-07 2.250265313205920205e-06 5.323540003768097682e-04
1.289097695860645480e-07 2.250265313205920205e-06 6.653149129022080041e-04
1.700624974357883737e-07 2.250265313205920205e-06 8.314841872452567988e-04
2.037192669797922970e-07 2.250265313205920205e-06 1.039155954919240626e-03
2.728508696002413620e-07 2.250265313205920205e-06 1.298695892487976636e-03
3.344917717753238178e-07 2.250265313205920205e-06 1.623058611347917091e-03
4.114003200100478099e-07 2.250265313205920205e-06 2.028434270954636732e-03
