5.94036e-07	0.00332363	0.000641861
1.78211e-06	0.0062987	0.000992077
2.97018e-06	0.00821901	0.001194
4.15825e-06	0.00949257	0.00129267
5.34633e-06	0.0101033	0.00136866
6.5344e-06	0.0117631	0.00144328
7.72247e-06	0.013248	0.00150285
8.91054e-06	0.0144184	0.0015631
1.00986e-05	0.0155931	0.00162172
1.12867e-05	0.0165497	0.00168471
1.24748e-05	0.0174939	0.0017296
1.36628e-05	0.018401	0.00178709
1.48509e-05	0.01913	0.00184717
1.6039e-05	0.0196088	0.00190754
1.72271e-05	0.0199852	0.00197059
1.84151e-05	0.0199296	0.00202427
1.96032e-05	0.019813	0.00205879
2.07913e-05	0.0194473	0.00208338
2.19793e-05	0.0189765	0.00209639
2.31674e-05	0.0182815	0.0021019
2.43555e-05	0.0177003	0.00209656
2.55436e-05	0.0171649	0.00209249
2.67316e-05	0.016399	0.00206135
2.79197e-05	0.0156198	0.00202043
2.91078e-05	0.0150797	0.00198458
3.02959e-05	0.0144142	0.00190294
3.14839e-05	0.0138223	0.00182741
3.2672e-05	0.0136837	0.00189043
3.38601e-05	0.0138146	0.00193407
3.50481e-05	0.0133899	0.00181341
3.62362e-05	0.0133425	0.00180696
3.74243e-05	0.0131548	0.00183468
3.86124e-05	0.0132559	0.00181214
3.98004e-05	0.0131906	0.0017888
4.09885e-05	0.0138689	0.00194573
4.21766e-05	0.0137394	0.00184331
4.33647e-05	0.0138409	0.00177113
4.45527e-05	0.0147209	0.00176147
4.57408e-05	0.0134465	0.00159282
4.69289e-05	0.0131686	0.00155926
4.81169e-05	0.0119719	0.00155282
4.9305e-05	0.0136628	0.00145742
5.04931e-05	0.0145261	0.0014076
5.16812e-05	0.0133717	0.00129639
5.28692e-05	0.0119564	0.00123773
5.40573e-05	0.0110211	0.00117317
5.52454e-05	0.00849625	0.00110188
5.64334e-05	0.00819906	0.00102738
5.76215e-05	0.0101014	0.00111734
5.88096e-05	0.00634266	0.000849881
