# binIndex1	binCenter1	binIndex2	binCenter2	count
4	5.34633e-06	46	0.239128	0
4	5.34633e-06	47	0.252489	4.23975e-07
4	5.34633e-06	48	0.265849	0
4	5.34633e-06	49	0.279209	0
5	6.5344e-06	0	-0.375439	0
5	6.5344e-06	1	-0.362079	0
5	6.5344e-06	2	-0.348719	0
5	6.5344e-06	3	-0.335359	0
5	6.5344e-06	4	-0.321999	0
5	6.5344e-06	5	-0.308638	0
5	6.5344e-06	6	-0.295278	0
5	6.5344e-06	7	-0.281918	0
5	6.5344e-06	8	-0.268558	0
5	6.5344e-06	9	-0.255198	0
5	6.5344e-06	10	-0.241838	0
5	6.5344e-06	11	-0.228477	0
5	6.5344e-06	12	-0.215117	0
5	6.5344e-06	13	-0.201757	6.82572e-07
5	6.5344e-06	14	-0.188397	0
5	6.5344e-06	15	-0.175037	0
5	6.5344e-06	16	-0.161677	0
5	6.5344e-06	17	-0.148316	0
5	6.5344e-06	18	-0.134956	3.5878e-06
5	6.5344e-06	19	-0.121596	9.67499e-07
5	6.5344e-06	20	-0.108236	1.71124e-06
5	6.5344e-06	21	-0.0948757	1.39497e-05
5	6.5344e-06	22	-0.0815155	2.47273e-05
5	6.5344e-06	23	-0.0681554	0.000250066
5	6.5344e-06	24	-0.0547952	0.00123361
5	6.5344e-06	25	-0.041435	0.0107728
5	6.5344e-06	26	-0.0280749	0.0653724
5	6.5344e-06	27	-0.0147147	0.208755
5	6.5344e-06	28	-0.00135454	0.367192
5	6.5344e-06	29	0.0120056	0.243798
5	6.5344e-06	30	0.0253658	0.0834201
5	6.5344e-06	31	0.038726	0.0168181
5	6.5344e-06	32	0.0520861	0.00195641
5	6.5344e-06	33	0.0654463	0.000314778
5	6.5344e-06	34	0.0788065	4.15638e-05
5	6.5344e-06	35	0.0921666	1.15295e-05
5	6.5344e-06	36	0.105527	6.57277e-06
5	6.5344e-06	37	0.118887	9.10396e-07
5	6.5344e-06	38	0.132247	6.42368e-06
5	6.5344e-06	39	0.145607	2.17286e-06
5	6.5344e-06	40	0.158967	9.56688e-07
5	6.5344e-06	41	0.172328	0
5	6.5344e-06	42	0.185688	0
5	6.5344e-06	43	0.199048	6.81032e-07
5	6.5344e-06	44	0.212408	0
5	6.5344e-06	45	0.225768	0
5	6.5344e-06	46	0.239128	0
5	6.5344e-06	47	0.252489	0
5	6.5344e-06	48	0.265849	0
5	6.5344e-06	49	0.279209	0
6	7.72247e-06	0	-0.375439	0
6	7.72247e-06	1	-0.362079	0
6	7.72247e-06	2	-0.348719	4.66843e-07
6	7.72247e-06	3	-0.335359	0
6	7.72247e-06	4	-0.321999	0
6	7.72247e-06	5	-0.308638	0
6	7.72247e-06	6	-0.295278	0
6	7.72247e-06	7	-0.281918	0
6	7.72247e-06	8	-0.268558	0
6	7.72247e-06	9	-0.255198	0
6	7.72247e-06	10	-0.241838	0
